"content_id","user_id","name","keyword","price","flag_used","category_id_1","category_id_2","category_id_3","emergency_cnt","comment_cnt","interest","pfavcnt"
157826057,114088,"인텔 4세대 i5-4670 사무용 컴퓨터 팝니다.","사무용컴퓨터,사무용PC,중고사무용컴퓨터,중고사무용PC,사무용중고컴퓨터",250000,1,"600","600100","600100006",0,0,714,4
162431268,3247363,"갤럭시노트10+ 512GB 글로우 (무잔상) ! 0821","갤럭시노트10,노트10플러스,노트10플러스중고,노트10플러스공기,노트10플러스글로",439000,1,"600","600700","600700001",0,0,39,2
162806215,12851816,"#한정판매#갤럭시S21 256GB 화이트 SS급 중고폰공기계[75333]","갤럭시S21,갤럭시S21화이트,S21화이트",620000,1,"600","600700","600700001",0,0,145,5
152625380,2347538,"#당일발송#갤럭시S9플러스 64G 대량판매 등급별초특가!","S9플러스,S9플러스중고,갤럭시S9플러스",195000,1,"600","600700","600700001",0,0,234,8
161572473,12927760,"포터2카고 중고화물차 팝니다.","포터2,포터중고차,포터2카고,포터2중고,포터2카고중고",9800000,1,"750","750200","750200700",0,0,388,4
159624182,12563307,"[화인]최저가!!! SSD중고컴퓨터 배틀그라운드 오버워치 게이밍PC !!","SSD컴퓨터,게이밍PC본체,사무용컴퓨터중고,최저가PC,조립PC데스크탑",180000,1,"600","600100","600100006",0,0,2394,49
163127295,75335649,"러블리트렌치 코트 ㅡ팔로우만구매가능","트렌치코트,여성트렌치,가을트렌치,바바리코트,여성롱바바리",47000,2,"310","310110","310110010",0,0,138,8
137118036,12851816,"#특별가격이벤트#갤럭시S10플러스 128G 대량판매 등급별초특가!","s10플러스공기계,갤럭시s10플러스,s10플러스,s10플러스중고",295000,1,"600","600700","600700001",0,1,4802,87
162362067,12991209,"건륭제 유리홍 용문 천구병","중국도자기",200000,1,"990","990200","990200",0,0,26,0
163082544,87148,"럭키슈에뜨 흰색 프릴티셔츠 36  n8967  애슐리상점","애슐리상점,티셔츠,럭키슈에뜨",35000,1,"310","310260","310260200",0,0,243,10
147394395,10895632,"김오곤의 쏘팔메토 쏘팔맥스포맨 1,000MG 130캡슐 총 4개월분","쏘팔메토,옥타코사놀,쏘팔맥스포맨,김오곤,전립선",57000,2,"800","800300","800300002",0,2,397,17
163063044,6965817,"(A+급) 갤럭시노트8 64GB (A+급), 외관 깨끗한 블루, 약한잔상","노트8,갤럭시노트8,노트9,갤럭시노트,노트",159000,1,"600","600700","600700001",0,0,174,2
151970858,12398974,"밑단 언발트임 밴딩 팬츠 (2컬러)","남자트레이닝,남자트레이닝바지,남자트레이닝팬츠,언발트임팬츠,밑단트임팬츠",28000,2,"320","320150","320150200",0,5,2162,74
157837422,10895632,"&신상& 아이리버 블루투스 이어폰 IB-T2030BT(새상품,택포 5만)","블루투스,이어폰,무선이어폰,무선블루투스,아이리버",50000,2,"600","600500","600500010",0,0,1173,15
161384763,12851816,"#한정판매# 갤럭시S10 A급 화이트 128G 중고폰공기계[99996]","갤럭시S10,S10중고,S10중고폰,S10공기계,직거래",275000,1,"600","600700","600700001",0,0,520,10
98870018,1933344,"[모모짱넷] 이벤트총정리 : 키성장제/바스트업/다이어트 (최강조합)","키성장,가슴업,다이어트,바스트업,수면",49000,2,"410","410900","410900",7,87,22386,601
151067165,11951839,"테일러메이드 혼마  드라이버 아이언  등","혼마,honma,테일러메이드,m6,simmax",130000,1,"700","700600","700600300",2,13,7192,82
161015896,11031323,"화병","골동품,수집품,도자기,중국도자기,골동품도자기",650000,1,"990","990100","990100",0,0,83,1
162909690,3723020,"엘지노트북 풀구성","울트라북,엘지노트북,사무용,인강용,포토샵",350000,1,"600","600100","600100001",0,0,94,4
87024687,1266155,"18k 24k 염주팔찌 도금팔찌 도금목걸이 금팔찌 순금팔찌 금염주 순금","도금,도금팔찌,금팔찌,불교팔찌,염주팔찌",70000,2,"420","420200","420200300",0,1,12002,198
125842831,8266205,"인텔 10400F , 1060, 1070TI , 3060 가성비 본체","냥희네컴퓨터,배그,1660,3070,2060",645000,2,"600","600100","600100006",3,7,28213,257
137078818,12851816,"#당일발송#아이폰SE2 64G/128G 대량판매 등급별초특가!","아이폰SE2중고,아이폰se2공기계,SE2중고,SE2,아이폰SE2",250000,1,"600","600700","600700001",1,4,25583,817
149152299,12851816,"#대량판매#갤럭시S21플러스 256G  대량판매 등급별초특가","S21플러스,S21플러스중고,S21플러스중고폰,갤럭시S21플러스",649000,1,"600","600700","600700001",0,1,7358,165
158652427,10197556,"Z플립 5G 256GB 미스틱브론즈 A급 47677","Z플립,Z플립5G,갤럭시Z플립5G",540000,1,"600","600700","600700001",0,0,1344,13
159188095,1462217,"스팀다리미 핸디스팀다리미 다리미 스타일러 정품 독일 무배",,33000,2,"600","600400","600400003",0,0,267,15
159389642,12851816,"#한정판매#아이폰11 128GB 레드 S급 중고폰 공기계[62563]","아이폰11,아이폰11레드,아이폰11중고",625000,1,"600","600700","600700001",0,0,890,9
159564782,12851816,"#한정판매#아이폰XS맥스 256GB 실버 A+ 중고폰 공기계[95710]","아이폰XS맥스,아이폰XSMAX",535000,1,"600","600700","600700001",0,0,1084,38
160654134,2723062,"[매장O/정품/새제품] 톰브라운 카드지갑 삼선 카드 그레이","톰브라운,카드지갑,톰브라운지갑,톰브라운새제품,톰브라운반지갑",230000,2,"400","400060","400060999",0,0,1990,52
162609608,77037452,"고장 파손 아이폰 등 중고폰 액정깨진 폰 삽니다.","중고폰,아이폰,경산,대구,갤럭시",100000,1,"600","600700","600700001",0,0,148,4
162634982,6965817,"(S급) 갤럭시S10 5G 256GB 최상급, 깨끗한 아우라글로우.2","s105g,s10,갤럭시s105g,갤럭시s10,갤럭시",265000,1,"600","600700","600700001",0,0,116,5
162793637,10255755,"S21플러스  [팬텀실버]  48438  (SS급)","S21플러스,S21+,갤럭시S21+,s21+,갤럭시s21+",690000,1,"600","600700","600700001",0,0,118,3
162821380,10255755,"아이폰12미니  128GB  [블랙]  48283  (SS급)","아이폰12미니,12미니,12미니블랙,아이폰12mini,12mini",670000,1,"600","600700","600700001",0,0,120,5
162854569,3682152,"갤럭시s10 5G (A급) 256GB 블랙","갤럭시s105g,갤럭시105g,갤럭시s10",250000,1,"600","600700","600700001",0,0,71,2
162885076,3877897,"갤럭시 버즈2 미개봉 무한매입 합니다","갤럭시버즈2,,버즈2,버즈라이브,버즈프로",110000,1,"600","600500","600500010",0,0,989,7
162950052,10197556,"S10 5G 256기가 S급 블랙 48337","s10,s105g,갤럭시s105g,갤럭시s10",280000,1,"600","600700","600700001",0,0,92,4
163068537,8643779,"235~240(37)정품 골든구스 그레이코드","골든구스,골든구스37,골든구스235,골든구스240,골든구스정품37",150000,1,"405","405200","405200100",0,0,125,4
163071112,6965817,"아이폰XS MAX 256GB 최상급(준S급), 깨끗하고 예쁜 골드","아이폰맥스,아이폰xs맥스,아이폰,아이폰xs,아이폰xsmax",489000,1,"600","600700","600700001",0,0,175,4
100752756,5884316,"십년숙성.  보이차","보이차",20000,2,"800","800300","800300001",0,1,2554,51
129379120,2378282,"히스토어 네츄어렌 락토바실러스 리파인 세럼 (티아라 효민 유산균 세럼)","효모,비피다,발효,보습,프리바이오틱스",17000,2,"410","410100","410100300",0,0,1006,37
149559585,2604332,"[소가죽]키높이250~275 구두 남자 남성구두 플레인토 정장 신사화","255,260,265,270,정장화",28800,2,"405","405100","405100",0,2,750,16
152625535,2347538,"#특별가격이벤트#갤럭시S10 128G 대량판매 등급별초특가!","s10중고폰,s10공기계,갤럭시s10중고폰,s9중고,갤럭시s10e",265000,1,"600","600700","600700001",0,0,1874,48
158592412,87148,"오즈세컨 맨투맨배색 원피스 44  n7703  애슐리상점","애슐리상점,오즈세컨,원피스",70000,1,"310","310120","310120020",0,0,130,0
162728740,10197556,"아이폰12 128기가 블랙 S급 48299","아이폰12,iphone12",770000,1,"600","600700","600700001",0,0,348,7
162647966,12428397,"인터넷현금지급","인터넷,lgu,skb,스카이,헬로비젼",500000,1,"600","600700","600700999",0,0,25,0
162740540,5637683,"톰브라운핀스트라이프치노팬츠","톰브라운핀스트라이,톰브라운반바지",400000,1,"320","320120","320120100",0,0,52,0
160197289,1462217,"코지마 종아리마사지기 발마사지기 마사지기 안마기 620  무배",,168000,2,"600","600400","600400003",0,0,349,18
26570557,1297333,"딱!!  3세트??피부관리 끝! 줄기세포 스킨케어세트! 무조건 써보시길","cellskin",140000,2,"410","410100","410100300",1,55,15840,385
74873269,1266155,"18k  24k 다이아 팔각팔찌 23mm 도금팔찌 금팔찌 금목걸이 순금","18k,도금팔찌,팔각팔찌,금팔찌,24k",129000,2,"420","420200","420200999",2,1,27944,273
74030132,3634682,"20만원안마기특가","안마의자,안마기,헬스기구,마사지기,운동기구",79500,2,"700","700650","700650100",0,4,6702,256
78159048,1266155,"18K 24K 스지무광 팔각팔찌 도금팔찌 도금목걸이 금팔찌 도금반지 순금","팔각팔찌,금팔찌,금목걸이,금반지,도금팔찌",89000,2,"420","420200","420200999",6,10,39720,447
161121638,2829097,"갓성비본체 양심껏 PC판매 합니다.","사무용,롤,서든어택,서든,게임용",150000,1,"600","600100","600100006",0,0,2203,26
161651918,75231266,"대형나무조각탁자 지름230 cm (대전시)","호텔,골프장,회의실",400000,1,"810","810200","810200300",0,0,186,1
163180478,87148,"오브제 스핑클장식 실크원피스 드레스 66  n8991  애슐리상점","애슐리상점,원피스,오브제,드레스",30000,1,"310","310120","310120110",0,0,46,1
57895412,2597771,"I 중고 태블릿 판매 -- 갤럭시 아이패드 LG 화웨이 7만원부터","중고,태블릿,중고테블릿,갤럭시,아이패드",70000,1,"600","600700","600700004",13,139,266207,2910
159897047,12851816,"#한정판매#갤럭시Z폴드2 256GB 블랙 A+중고폰공기계[10245]","갤럭시Z폴드2,Z폴드2,Z폴드2블랙",1065000,1,"600","600700","600700001",0,0,2003,13
162891075,12851816,"#한정판매#아이폰12 SS급 화이트 128G 중고폰공기계[93571]","아이폰12,아이폰12중고,아이폰12중고폰,아이폰12공기계,직거래",795000,1,"600","600700","600700001",0,0,212,6
162781907,87148,"이중카라배색 원피스 FF n8369 애슐리상점","애슐리상점,원피스",30000,1,"310","310120","310120030",0,0,233,16
156046599,3947717,"애플워치SE GPS 나이키 미개봉","애플워치se,애플워치se44,애플워치se나이키,애플워치미개봉,애플워치se44나",340000,2,"600","600700","600700005",1,0,25041,601
152630055,76293407,"경질코펠4~5인용","코펠45인용,코펠,캠핑,경질",35000,2,"700","700200","700200200",0,8,1388,36
163060058,6965817,"(SS급) 갤럭시노트10 5G 256GB 최상급, 새폰급 아우라글로우","노트10,갤럭시노트10,갤럭시노트,노트,갤럭시",389000,1,"600","600700","600700001",0,0,103,2
163154007,10197556,"S21울트라 256기가 블랙 SS급 48284","S21울트라,갤럭시s21울트라",860000,1,"600","600700","600700001",0,0,25,1
110625135,1753950,"(새제품)75인치86인치98인치4kuhdledtv새상품(최신상)티비","86인치,98인치,tv,led,75인치",690000,2,"600","600400","600400001",2,32,41446,617
135281841,1266155,"18k 24k 5선 체인팔찌 도금팔찌 도금목걸이 금팔찌 금반지 금","도금,도금팔찌,도금반지,남자금팔찌,금팔찌",80000,2,"420","420200","420200999",1,1,5032,57
137072639,12851816,"#당일발송#아이폰8플러스  64G/256G 대량판매 등급별초특가!","아이폰8플러스중고,아이폰8플러스",275000,1,"600","600700","600700001",2,2,8157,307
151596241,178506,"당일 튜닝머플러 전차종 37CM머플러 구변가능 아크라 포빅 요시무라 모양","pcx머플러,아크라포빅,엔맥스머플러,클릭,보이져",80000,2,"750","750810","750810200",4,0,3863,61
157612670,1462217,"무선청소기 청소기 21년 최신형 최저가 50만원 정품  무상보증1년",,108000,2,"600","600400","600400003",0,0,818,26
162993130,2378665,"빅사이즈까지 밑단조절 스티치라인 밴딩팬츠","남자카고바지,남자조거바지,남자밴딩바지,남자카고조거바지,남자빅사이즈바지",38000,2,"320","320120","320120999",0,0,162,4
162820716,10255755,"LG 벨벳  [화이트]  48026  (SS급)","벨벳,LG벨벳,벨벳화이트,LG벨벳화이트,velvet",230000,1,"600","600700","600700001",0,0,103,3
162517384,5077996,"(무료배송)1인용 순면 간절기 아이이불 세트","이불,간절기이불,사계절이불,면이불,부산이불",86000,2,"810","810100","810100400",0,0,41,0
161890429,11205936,"엔틱가구 일반가구 고가구 사무용가구 다양","수납장,식탁,책상,장식장,고가구",250000,1,"810","810200","810200300",0,0,47,3
161754879,12851816,"#한정판매# 갤럭시노트10 A+ 레드 256GB 중고폰 공기계[58675","갤럭시노트10,갤럭시노트10레드",375000,1,"600","600700","600700001",0,0,593,19
158260898,3947717,"갤럭시버즈프로 미개봉","버즈프로,버즈프로미개봉,갤럭시버즈프로,갤럭시버즈,sm-r190n",155000,2,"600","600500","600500010",1,2,6169,103
78159183,1266155,"18k 24k 스지무광 팔각팔찌 18mm 도금팔찌 금팔찌 도금목걸이 도금","도금,금팔찌,팔각팔찌,금반지,도금팔찌",99000,2,"420","420200","420200999",1,0,15910,143
152627901,2347538,"#당일발송# 아이폰12프로맥스 128G/256G/512G 등급별초특가","12프로맥스중고폰,12promax",989000,1,"600","600700","600700001",0,0,2763,76
160644598,77056327,"요루면 봄 간절기 커플 면 신혼 잠옷세트 파자마세트","커플잠옷,남성잠옷,신혼잠옷,부부잠옷",15000,2,"310","310200","310200",0,0,515,49
77212876,5579889,"[M~2XL] 옴므 카모 조거 팬츠","M,카모조거팬츠,카모바지,남자카모조거팬츠,남자밴딩카고",28000,2,"320","320120","320120300",0,25,54485,1329
123875042,2723062,"[6.5사이즈/정품/새제품] 프라다 스니커즈 니트 화이트 6.5 Size","프라다,프라다스니커즈,프라다정품,프라다스니커즈니트",505000,2,"405","405300","405300999",0,2,7434,121
163062465,12851816,"#한정판매#아이폰11 64g A+급 화이트[09817]",,500000,1,"600","600700","600700001",0,0,212,6
162125285,3947717,"[Galaxy] RTX3080 EX Gamer WHITE OC D6X","vga,그래픽카드,rtx3080,rtx3080미개,galaxy",1470000,2,"600","600200","600200005",0,0,1659,17
163227698,12851816,"#한정판매#아이폰12프로 256G SS급 퍼시픽블루[16165]",,1025000,1,"600","600700","600700001",0,0,59,0
163059467,12851816,"#한정판매#갤럭시 S105G SS급 512G 실버[10207]",,295000,1,"600","600700","600700001",0,0,110,4
124381941,66620,"[번장1등]인텔10400F인기피시모음 최저가격정직판매","rtx2060,컴퓨터,rtx3070,rtx3060,10400",738000,2,"600","600100","600100006",16,8,84791,1036
147397437,11517181,"프리미엄 PU가죽 블랙 아이언커버12개 웨지추가 / 고급 아이언커버세트","아이언커버,골프아이언커버,골프채아이언커버,아이언커버세트,남자아이언커버",21000,2,"700","700600","700600300",0,8,5446,164
122454736,4515982,"[당일배송] 최저가 게이밍/방송용/사무용 컴퓨터 PC 풀세트 할인특가","게이밍컴퓨터,게이밍본체,중고컴퓨터,게임용컴퓨터,배그컴퓨터",230000,1,"600","600100","600100006",4,11,31368,837
162798383,2294187,"LG Q925 64GB 레드 A급 팝니다!","Q9,Q9중고,Q925,Q92564GB,LGQ9",80000,1,"600","600700","600700001",0,0,203,4
162106057,74805836,"17년식 A+급 코로나로 인해 폐업, 우성 테이블 냉장고 판매, 절충가능","테이블냉장고,주방",350000,1,"600","600400","600400002",0,0,464,7
162821243,10255755,"아이폰12미니  128GB  [블랙]  48001  (SS급)","12미니,아이폰12미니,12미니블랙,아이폰12미니블랙,12mini",670000,1,"600","600700","600700001",0,0,156,5
161579014,10197556,"아이폰11프로 256기가 스페이스그레이 S급 47826","아이폰11pro,11프로,11pro,아이폰11프로",730000,1,"600","600700","600700001",0,0,1123,20
143797147,664477,"명품매입 선입금 출장매입 최고가 루이비통 샤넬 에르메스 구찌 스톤아일랜드","구찌,루이비통,에르메스,샤넬,명품매입",1000000,1,"320","320200","320200",2,1,12173,110
152628748,2347538,"#당일발송#갤럭시노트10플러스 256G 대량판매 등급별초특가!","노트10플러스,갤럭시노트10플러,노트10플러스중고",410000,1,"600","600700","600700001",0,0,1812,42
157598699,75195397,"REAL CARBON CROSS BAG (8/10까지만sale 20% )","크로스백,남성가방,카본,라이더가방,바이크용품",63200,2,"430","430200","430200200",0,1,1238,26
156201612,3681979,"[초고가]90%구글기프트카드, 구글기프트코드, 구글교환권, 구글핀 매입","구글기프트카드,구글기프트코드,구글코드,구글기프트",90000,2,"900","900230","900230002",6,3,3181,12
161394348,3682152,"아이폰7 (A급) 128GB 블랙","아이폰7,아이폰7128,아이폰7블랙",150000,1,"600","600700","600700001",0,0,408,21
162891804,3853324,"16인치 풍수 코끼리(파키스탄공예품)","인테리어장식,인테리어소품장식,인테리어인형,인테리어용",158000,2,"810","810200","810200300",0,0,28,0
162677403,12708319,"핑크 장미 센터피스 조화",,27000,2,"810","810200","810200300",0,0,112,4
162629854,12851816,"#한정판매#아이폰11 SS급 옐로우 64G 중고폰공기계[15543]","아이폰11,아이폰11중고,아이폰11중고폰,아이폰11공기계,직거래",580000,1,"600","600700","600700001",0,0,183,5
162282178,10255755,"아이폰XS MAX  256GB  [스.그]  48275  (S급)","아이폰XSMAX,XSMAX,아이폰xsmax,xsmax,XSMAX256",560000,1,"600","600700","600700001",0,0,262,8
162194690,76633207,"갤럭시z폴드3 특판공구 선착순할인가",,990000,2,"600","600700","600700001",0,0,2242,31
162194322,76633207,"갤럭시s21 특판공구 선착순할인가",,90000,2,"600","600700","600700001",1,0,1488,29
163044057,6965817,"(A+급) 갤럭시노트8 64GB 최상급, 깨끗한 오키드그레이","노트8,갤럭시노트8,노트9,갤럭시노트,노트",179000,1,"600","600700","600700001",0,0,48,0
163082806,87148,"마인 블랙 트렌치코트 55  n8968  애슐리상점","애슐리상점,트렌치코트,마인",80000,1,"310","310110","310110010",0,0,152,2
162890381,266707,"스미다펫 강아지 모듈형 대형울타리 450+450","애경,캠핑,울타리",100000,1,"700","700200","700200999",0,0,202,2
162152881,2701783,"남성용 스판 데님 슬림핏 청바지","청바지,남성의류,남성청바지",23800,2,"320","320110","320110999",0,0,83,2
163240463,6972746,"[특S급]노트20 256기가 핑크 대구중고폰","노트20,노트20중고,노트10플러스,노트20울트라,S20울트라",550000,1,"600","600700","600700001",0,0,66,4
162978619,12085970,"레노버 리전5 프로 3060(LEGION 5 Pro 16ACH 3060)","레노버리전5,레노버,리전5,3060,게이밍노트북",1670000,1,"600","600100","600100001",0,0,214,4
133965821,11158176,"실시간 가능 hid타입 led 변경 가능 전조등 광량업 구매장착문의","led,h7,라이트,HID,D1S",55000,2,"750","750610","750610300",1,0,2676,20
148278463,11158176,"장착가능 순정 hid 타입 led 6000k 전조등 안개등 광량업 문의6","d1s,hid,라이트,led,전조등",55000,2,"750","750610","750610300",0,5,4277,44
158778827,6965817,"갤럭시on7 (준S급), 깨끗한 블랙","갤럭시,갤럭시on7,갤럭시on,갤럭시a,중고폰",59000,1,"600","600700","600700001",0,0,235,3
163055830,6965817,"(S급) 갤럭시S10 5G 256GB 최상급, 깨끗하고 화질좋은 블랙","s105g,s10,갤럭시s105g,갤럭시s10,갤럭시",265000,1,"600","600700","600700001",0,0,39,0
162759870,8682402,"정품 mcm가방","mcm가방,정품,빅솔더백",250000,1,"430","430100","430100100",0,0,146,0
163137784,10197556,"노트10플러스 256기가 화이트 S급 48272","노트10플러스,갤럭시노트10플러스",450000,1,"600","600700","600700001",0,0,46,0
112633408,5051200,"아임삭 14.4v 임팩드라이버+드릴드라이버(2.0)(보쉬/디월트/마끼다)","아임삭,임팩드라이버,드릴드라이버,콤보,aimsak",212900,2,"800","800500","800500100",0,0,14958,108
123987937,4776936,"[신품반값] 클래식 통기타 절반가에 팝니다","클래식,기타,듀얼소스,로즈우드,통기타",140000,2,"920","920200","920200200",3,2,5373,149
137087705,12851816,"#당일발송#갤럭시S8 64G 대량판매 등급별초특가!","s8중고폰,갤럭시중고공기계,갤럭시s8,s8,갤럭시s8중고",150000,1,"600","600700","600700001",0,0,2177,34
144100627,3992494,"필립모델 모나코 오렌지 여성 스니커즈  35사이즈","필립모델,필립모델여성화,필립모델여성,필립모델스니커즈,필립모델모나코",160000,2,"405","405100","405100",0,0,541,2
148912879,10912035,"아디다스 미니 백팩 리니어 정품 새제품","아디다스,아디다스백팩,아디다스가방,아디다스미니백팩",50000,2,"430","430200","430200400",0,0,933,24
161683093,76768559,"곶감 선물세트 추석 명절 선물","청도곶감,곶감선물세트,곶감세트,추석선물세트,명절선물세트",37000,2,"800","800300","800300003",0,0,50,1
162242313,76768559,"한우 명절 선물 세트 불고기 국거리","횡성한우,한우선물세트,추석선물세트,고기선물세트,한우국거리",68000,2,"800","800300","800300003",0,0,59,2
147937276,1297333,"탄력라인 효과대비 가성비갑! 부담없이 피부관리하세요!","탄력,모공,콜라겐,화장품세트,기초세트",30000,2,"410","410100","410100999",0,0,340,11
163056786,2593283,"갤럭시노트20울트라 256GB 화이트 (자급제무잔상) 0828","갤럭시노트20울트라,노트20울트라,노트20울트라중고,노트20,노트20공기계",689000,1,"600","600700","600700001",0,0,48,0
162979580,6303957,"갤럭시노트20 256GB 브론즈 [A-급] / 0827","갤럭시노트20,노트20,노트20공기계,노트20중고폰,노트20브론즈",489000,1,"600","600700","600700001",0,0,20,1
137083455,12851816,"#당일발송#아이폰XS 64G/256G 대량판매 등급별초특가!","아이폰xs중고폰,아이폰xs,아이폰xs중고",310000,1,"600","600700","600700001",1,6,28595,1067
157553484,8602749,"미즈노.에스야드. 여자골프채풀세트 여자골프백","미즈노,필라골프,여자골프채풀세트,중고골프채,여성골프채",490000,1,"700","700600","700600300",0,0,1344,21
161466507,10255755,"V50s  256GB  [블랙]  48213  (S급)","v50s,V50S,LGV50S,LGv50s",195000,1,"600","600700","600700001",0,0,456,5
162124420,3947717,"[PNY] XLR8 RTX3070Ti UPRISING EPIC-X RGB","rtx3070ti,3070ti미개봉,그래픽카드,vga,pny",1130000,2,"600","600200","600200005",0,0,935,5
163064690,6965817,"갤럭시S8플러스 64GB 기능최상(A급) 로즈핑크","s8플러스,갤럭시,갤럭시s8플러스,s9,갤럭시플러스",119000,1,"600","600700","600700001",0,0,124,5
154355380,76254793,"뉴엠kf94마스크판매합니다(번개페이가능)","kf94,마스크,코로나,위드마스크,번개페이",70000,2,"800","800100","800100999",1,0,1176,55
162865724,87148,"레니본 화이트 면수 원피스 54 n8585 애슐리상점","애슐리상점,레니본,원피스",40000,1,"310","310120","310120110",0,0,365,10
159546800,87148,"잇미샤 인디핑크 점퍼 55 n7960  애슐리상점","애슐리상점,잇미샤,점퍼",35000,1,"310","310090","310090999",0,0,258,15
162935389,77306652,"[silver] 사각면체인 무광 은팔찌","팔찌,은팔찌,체인팔찌,남자은팔찌,남자팔찌",350000,2,"420","420200","420200300",0,0,514,7
163240768,6972746,"[특S급]S20플러스 256기가 화이트 대구중고폰","S20플러스,S20플러스중고폰,갤럭시S20플러스,S21,S21플러스",540000,1,"600","600700","600700001",0,0,7,0
46261937,2617066,"다이어트 티백 크리토닌 효과없으면 100% 환불","다이어트,다이어트티백,타이어트약,식요억제,유산균",11000,2,"410","410900","410900",7,1,10797,322
76482411,1266155,"18k 24k 팔각체인 골드반지 10mm 특수압축도금 초특급 럭셔리","18k,도금반지,금반지,남자반지,팔각팔찌",25000,2,"420","420200","420200400",1,0,17076,394
161632345,6275689,"한정판매) 헤라 옴므 2종세트","헤라,남성용",38000,2,"410","410100","410100200",0,0,172,12
162459407,75160956,"홍삼 굿데이즈 스틱30포","홍삼,홍삼스틱,고려홍삼,선물세트",25000,2,"800","800300","800300002",0,0,179,6
54106626,1266155,"18k 24k 어린왕자 금목걸이 도금목걸이 도금팔찌 도금 순금 순금목걸이","18k 도금목걸이,남성도금목걸이,여성도금목걸이,어린왕자목걸이,어린왕자펜던트",30000,2,"420","420200","420200999",2,0,36115,940
158367744,10255755,"LG WING  [블랙]  47217  (SS급)","WING,LGWING,엘지윙,윙,LG윙",340000,1,"600","600700","600700001",0,0,1263,23
162541075,6965817,"(S급) 512GB 갤럭시S10 5G 최상급, 깨끗한 아우라글로우","s105g,s10,갤럭시s105g,갤럭시s10,갤럭시",279000,1,"600","600700","600700001",0,0,243,9
162728540,12306711,"허인화 설화 도자기 홍채 골동품 희귀품","허인화,설화도자기,홍채도자기,주병도자기,설화",480000,1,"990","990200","990200",0,0,78,1
162882215,10255755,"A90 5G  128GB  [화이트]  48458  (A급)","A905G,갤럭시A905G,a905g,갤럭시a905g,A905G화이트",180000,1,"600","600700","600700001",0,0,143,2
163055384,2593283,"아이폰XS맥스 256GB 블랙 / 0828","아이폰XS맥스,아이폰XSMAX,아이폰XS맥스블랙,아이폰XS,XS맥스256",489000,1,"600","600700","600700001",0,0,16,0
163181360,87148,"소매스카프장식 블라우스 FF  n8995  애슐리상점","애슐리상점,블라우스",10000,1,"310","310040","310040090",0,0,163,6
110953528,2723062,"[여성용/정품/새제품] 버버리 스니커즈 벨크로 체크 35/36/37~8","버버리,버버리새상품,버버리정품,버버리벨크로,버버리신발",545000,2,"405","405200","405200999",1,2,25310,731
122900617,10703915,"^^*6월제조새상품! 기펠청소기 zet10 부부의세계김희애 기펠무선청소기","BLDC청소기,강력청소기,청소기추천,진공청소기,청소기미개봉",115000,2,"600","600400","600400999",0,8,3777,119
128774768,4162404,"[리뉴얼]최저가!!당일배송!! 컴퓨터/데스크탑/게이밍풀셋/배그","컴퓨터,본체,배그,롤,데스크탑",180000,1,"600","600100","600100006",1,4,7282,176
149152509,12851816,"#당일배송#갤럭시 S21울트라 256G 대량판매 등급별초특가","S21울트라,갤럭시S21울트라",829000,1,"600","600700","600700001",0,0,10872,152
152628382,2347538,"#당일발송#갤럭시Z폴드2 256G 등급별초특가! 최저가중고폰!","z폴드2공기계,폴드2,폴드2중고,폴드2중고폰",1029000,1,"600","600700","600700001",0,0,3219,44
153384753,1266155,"18k 24k 다이아팔각팔찌 도금팔찌 도금 도금목걸이 금팔찌 도금반지 금","도금,도금팔찌,금팔찌,남자팔찌,도금목걸이",99000,2,"420","420200","420200300",0,0,1215,17
156712361,9592612,"MSI/i5/사무용/인강용/오토캐드/SSD240/HDD650/램8<062","노트북,사무용노트북,MSI노트북,노트북i5,노트북캐드",360000,1,"600","600100","600100001",0,0,263,4
159799144,12130298,"[미개봉] LG전자 노트북 2021 그램15 15Z95N-GP55ML","노트북,중고노트북,그램,Gram,미개봉",1350000,2,"600","600100","600100001",0,3,1052,20
161022242,74913294,"무볼트3단80/30/120+mdf 조립식철재앵글 수납선반 무료배송","베란다선반,3단선반,조립식선반,앵글선반,조립식앵글",47000,2,"800","800100","800100004",0,0,279,8
162316486,75876234,"11년식 sm5 삼성차 팔어요",,5300000,1,"750","750200","750200200",0,0,842,10
162853021,1543832,"(츄리닝맛집)후기보장/3컬러/레프트 피그먼트 쭈리 후드 조거 트레이닝세트","후드티,맨투맨,조거팬츠,트레이닝복,조거팬츠세트",78800,2,"320","320150","320150300",0,0,679,24
162889540,3947717,"애플워치se 40mm GPS 스페이스그레이 단순개봉","애플워치se,애플워치se40m,애플워치se스그,애플워치se40스,애플워치",310000,2,"600","600700","600700005",0,0,975,31
151402998,178506,"포르자300 머플러 구조변경 환경검사 당일발송 아크라 포빅 모양","포르자,포르자300,포르자머플러,포르자아크라포빅,요시무라",170000,2,"750","750810","750810200",3,0,863,11
162756042,87148,"베이지 원버튼 트렌치코트 F  n8572  애슐리상점","애슐리상점,트렌치코트",15000,1,"310","310110","310110010",0,0,103,5
161904354,9698825,"no.1 엘지Q8 수량많아요~ 중고폰","엘지Q8,Q8,큐8,중고폰,공기계",50000,1,"600","600700","600700001",0,0,217,9
