"imp_id","server_time_kst","bid_price","device_type"
"9919612ddc40222e17f1","2021-08-31T16:37:43.091+09:00","50","a"
"97f9612ddea1165dd7b6","2021-08-31T16:47:56.311+09:00","50","a"
"9919612ddb84222b065f","2021-08-31T16:34:33.338+09:00","50","a"
"998c612ddb5b008f56a3","2021-08-31T16:34:01.468+09:00","50","a"
"998c612ddb67008f8b56","2021-08-31T16:39:10.303+09:00","70","a"
"97f9612ddd451658460d","2021-08-31T16:42:03.225+09:00","60","a"
"998c612dd8d20084acc1","2021-08-31T16:23:04.456+09:00","65","a"
"971a612ddb070ea0ddec","2021-08-31T16:32:30.363+09:00","50","a"
"97f9612ddae2164e912b","2021-08-31T16:32:02.730+09:00","50","a"
"9919612dd3d7220bfda5","2021-08-31T16:01:59.079+09:00","50","a"
"971a612de0860eb76e1f","2021-08-31T16:56:00.481+09:00","55","a"
"99d1612de0b1224d6988","2021-08-31T16:56:39.258+09:00","55","a"
"97f9612dd4ea1635eda7","2021-08-31T16:06:45.575+09:00","70","a"
"971a612dd8bb0e9731d7","2021-08-31T16:23:45.057+09:00","50","a"
"998c612ddc51009341c3","2021-08-31T16:38:01.298+09:00","95","a"
"99d1612ddb2a22367570","2021-08-31T16:33:50.440+09:00","50","a"
"9919612ddaa922279c01","2021-08-31T16:31:17.493+09:00","50","a"
"998c612dd8f600853e21","2021-08-31T16:28:42.593+09:00","70","a"
"998c612ddedf009dcdda","2021-08-31T16:50:43.109+09:00","50","a"
"998c612ddd2d0096ca31","2021-08-31T16:41:38.944+09:00","55","a"
"971a612ddb350ea1ac75","2021-08-31T16:35:58.325+09:00","60","a"
"97f9612ddb9b16517d87","2021-08-31T16:35:03.714+09:00","50","a"
"971a612dd8c70e97641f","2021-08-31T16:22:55.368+09:00","55","a"
"9919612ddc84222f32a1","2021-08-31T16:39:02.728+09:00","50","a"
"971a612ddb0a0ea0ea23","2021-08-31T16:40:27.615+09:00","50","a"
"97cf612ddb5709e73f87","2021-08-31T16:40:04.867+09:00","50","a"
"97f9612ddc9f16559039","2021-08-31T16:40:51.886+09:00","50","a"
"971a612de0c10eb85fa9","2021-08-31T16:57:22.439+09:00","50","a"
"97cf612ddde109f1bba7","2021-08-31T16:44:38.941+09:00","50","a"
"99d1612ddfe3224a1382","2021-08-31T16:53:30.230+09:00","50","a"
"9919612ddd322231f02e","2021-08-31T16:41:50.510+09:00","65","a"
"97cf612ddea609f4e989","2021-08-31T16:47:59.477+09:00","55","a"
"971a612dda330e9d79eb","2021-08-31T16:29:06.905+09:00","50","a"
"97cf612dd88209db4019","2021-08-31T16:21:46.675+09:00","65","a"
"9919612ddffe223d57af","2021-08-31T16:53:40.837+09:00","55","a"
"9919612ddf31223a363b","2021-08-31T16:55:52.221+09:00","50","a"
"9919612ddbe3222c97c5","2021-08-31T16:37:40.883+09:00","55","a"
"97f9612de0511664d4a3","2021-08-31T16:55:35.540+09:00","50","a"
"9919612ddf31223a363d","2021-08-31T16:57:30.778+09:00","50","a"
"97cf612de0da09fdf7ac","2021-08-31T16:57:20.177+09:00","75","a"
"9919612de10d2241b2be","2021-08-31T16:59:03.285+09:00","60","a"
"998c612dd4a500739a85","2021-08-31T16:05:36.924+09:00","50","a"
"99d1612ddf0222466aa3","2021-08-31T16:49:37.960+09:00","50","a"
"99d1612ddf512247b356","2021-08-31T16:51:01.302+09:00","50","a"
"97cf612dde6109f3c924","2021-08-31T16:46:55.778+09:00","50","a"
"99d1612dd9f4223161b0","2021-08-31T16:27:57.038+09:00","55","a"
"99d1612dd98d222fa5c4","2021-08-31T16:26:12.322+09:00","70","a"
"971a612ddd180ea9515e","2021-08-31T16:42:40.596+09:00","70","a"
"971a612ddb730ea2a80e","2021-08-31T16:34:21.201+09:00","50","a"
"971a612dde7f0eaf0c15","2021-08-31T16:48:52.514+09:00","50","a"
"97f9612ddb3c165002a4","2021-08-31T16:33:21.975+09:00","50","a"
"99d1612de088224cbf1e","2021-08-31T16:56:00.481+09:00","70","a"
"97cf612dd62609d17158","2021-08-31T16:12:35.373+09:00","50","a"
"97cf612dd5b709cfb5ac","2021-08-31T16:09:47.174+09:00","50","a"
"9919612dd6d8221790a4","2021-08-31T16:14:47.249+09:00","55","a"
"998c612dd4220071bcef","2021-08-31T16:03:10.396+09:00","70","a"
"998c612dd4700072d621","2021-08-31T16:04:27.185+09:00","65","a"
"97f9612ddd5b1658a48f","2021-08-31T16:42:48.165+09:00","60","a"
"9919612dd3ad220b5b51","2021-08-31T16:02:55.221+09:00","50","a"
"998c612dd715007d66e7","2021-08-31T16:18:11.212+09:00","50","a"
"9919612dd53822110993","2021-08-31T16:32:42.500+09:00","50","a"
"99d1612dd57f221edb31","2021-08-31T16:09:24.430+09:00","50","a"
"99d1612dd86a222ac64b","2021-08-31T16:34:42.020+09:00","50","a"
"971a612dd5ee0e8b8e11","2021-08-31T16:10:45.084+09:00","50","a"
"97cf612dd4f609ccb307","2021-08-31T16:06:48.623+09:00","55","a"
"97cf612dd48109cae397","2021-08-31T16:07:27.614+09:00","55","a"
"97cf612dd53b09cdbd35","2021-08-31T16:08:14.990+09:00","55","a"
"971a612dd6030e8be5d3","2021-08-31T16:11:15.376+09:00","60","a"
"971a612de1dd0ebce875","2021-08-31T17:01:46.908+09:00","60","a"
"971a612dd6640e8d68c5","2021-08-31T16:12:53.544+09:00","50","a"
"998c612dda46008aee32","2021-08-31T16:29:18.945+09:00","60","a"
"971a612dd6fd0e8fd729","2021-08-31T16:15:13.674+09:00","50","a"
"998c612dda52008b2673","2021-08-31T16:29:41.673+09:00","50","a"
"97cf612ddbbb09e8e564","2021-08-31T16:35:29.504+09:00","50","a"
"998c612ddde10099bf94","2021-08-31T16:44:39.368+09:00","50","a"
"998c612dd6a0007b96c2","2021-08-31T16:13:43.529+09:00","55","a"
"97cf612dd90209dd53da","2021-08-31T16:24:21.492+09:00","50","a"
"9919612dd90f2220c730","2021-08-31T16:25:08.579+09:00","200","a"
"9919612dd98c2222e345","2021-08-31T16:26:42.644+09:00","65","a"
"9919612dde2f22360fb4","2021-08-31T16:45:56.681+09:00","60","a"
"99d1612ddad722351c2a","2021-08-31T16:31:40.310+09:00","50","a"
"998c612ddaa3008c71ad","2021-08-31T16:31:32.366+09:00","50","a"
"97cf612dda1809e20444","2021-08-31T16:30:31.960+09:00","50","a"
"99d1612ddad722351c2d","2021-08-31T16:31:56.656+09:00","50","a"
"9919612ddb172229538a","2021-08-31T16:32:48.563+09:00","50","a"
"998c612ddb3e008ee74f","2021-08-31T16:33:30.726+09:00","50","a"
"9919612ddb95222b4d93","2021-08-31T16:34:54.158+09:00","50","a"
"971a612dd9fe0e9c9042","2021-08-31T16:28:18.305+09:00","50","a"
"971a612dde7f0eaf0c16","2021-08-31T16:49:06.129+09:00","50","a"
"971a612dd5ee0e8b8e0f","2021-08-31T16:10:55.358+09:00","50","a"
"998c612dd5a300779582","2021-08-31T16:10:41.700+09:00","50","a"
"99d1612dd97b222f5823","2021-08-31T16:26:00.353+09:00","90","a"
"971a612dd8430e953f1a","2021-08-31T16:20:55.118+09:00","50","a"
"998c612dd55e00767600","2021-08-31T16:21:16.825+09:00","65","a"
"998c612dd874008316c2","2021-08-31T16:21:30.005+09:00","50","a"
"9919612dd69c2216a0ed","2021-08-31T16:14:32.704+09:00","50","a"
"97f9612ddc9f16559034","2021-08-31T16:40:18.507+09:00","50","a"
"97cf612dd48c09cb08b7","2021-08-31T16:04:56.005+09:00","50","a"
"998c612dd76e007edd1a","2021-08-31T16:17:08.995+09:00","50","a"
"998c612dd86e0082fd39","2021-08-31T16:21:24.393+09:00","50","a"
"971a612dd29c0e7f1b32","2021-08-31T16:04:31.716+09:00","50","a"
"9919612dd78c221a85a4","2021-08-31T16:18:01.297+09:00","50","a"
"998c612ddc0600920789","2021-08-31T16:39:26.953+09:00","50","a"
"9919612dd831221d3704","2021-08-31T16:20:41.984+09:00","55","a"
"998c612ddbec00919ad0","2021-08-31T16:36:22.591+09:00","50","a"
"9919612daeca2189d3fe","2021-08-31T16:22:21.605+09:00","50","a"
"97cf612dddd409f1832a","2021-08-31T16:45:05.155+09:00","50","a"
"971a612ddb6b0ea2883b","2021-08-31T16:34:09.072+09:00","50","a"
"99d1612dde0822423743","2021-08-31T16:46:06.994+09:00","50","a"
"99d1612dddc4224115f6","2021-08-31T16:44:14.653+09:00","100","a"
"9919612dd68e22166dc5","2021-08-31T16:15:45.510+09:00","55","a"
"97f9612dd98f164903cc","2021-08-31T16:26:24.638+09:00","50","a"
"9919612dd6e02217b97e","2021-08-31T16:14:53.940+09:00","50","a"
"99d1612dd51a221d5b92","2021-08-31T16:13:18.382+09:00","55","a"
"97f9612dd57e16381da9","2021-08-31T16:09:09.280+09:00","55","a"
"971a612dd5ba0e8ac63a","2021-08-31T16:09:53.225+09:00","55","a"
"971a612dd3540e81bbd4","2021-08-31T16:02:16.843+09:00","50","a"
"9919612dd819221ccdc7","2021-08-31T16:20:05.597+09:00","50","a"
"998c612de0ae00a53132","2021-08-31T16:56:40.769+09:00","50","a"
"998c612dd649007a2533","2021-08-31T16:12:12.648+09:00","50","a"
"99d1612dd466221aa2d4","2021-08-31T16:04:13.558+09:00","50","a"
"99d1612ddc8c223c18bb","2021-08-31T16:39:01.221+09:00","50","a"
"99d1612dd8c4222c4a02","2021-08-31T16:23:02.940+09:00","50","a"
"97cf612ddc0509ea1868","2021-08-31T16:36:55.989+09:00","50","a"
"9919612ddbb1222bc0ef","2021-08-31T16:35:41.135+09:00","60","a"
"998c612dd20d006a1652","2021-08-31T16:38:54.491+09:00","50","a"
