"user_id","gender","age","following_cnt","pay_count","parcel_post_count","transfer_count","chat_count"
1354736,"2",56,0,0,0,0,0
1359792,"0",36,17,0,0,0,0
968623,"2",30,20,0,16,0,0
725020,"1",39,5,5,1,0,0
11022884,"1",16,2,0,0,0,0
612948,"1",26,0,0,0,0,1
10274044,"1",21,0,0,0,0,1
1421176,"1",27,2,0,0,0,0
10643623,"1",30,0,1,0,0,0
11219852,"1",58,2,0,0,0,0
631772,"1",32,0,0,0,0,0
9845748,"1",39,1,3,0,0,0
1468736,"1",26,0,0,0,0,0
11024540,"1",34,0,0,0,0,0
10291628,"1",33,0,0,0,0,0
10720655,"1",33,0,0,0,0,0
1059193,"2",27,5,0,4,1,0
1082753,"2",21,0,0,0,0,0
10436132,"2",43,2,0,0,0,0
10457644,"0",0,0,0,0,0,0
1151553,"1",28,8,0,0,0,0
10054348,"1",69,3,0,0,0,0
11391704,"2",45,0,0,0,0,0
12302224,"1",46,0,0,0,0,0
835676,"0",0,6,0,0,0,0
10212484,"0",0,0,0,0,0,0
9902628,"0",0,0,0,0,0,0
10121612,"0",0,0,0,0,0,0
10683324,"1",18,0,0,0,0,0
9718773,"0",0,0,0,0,0,0
937564,"1",26,1,0,0,0,1
10692252,"1",37,0,0,0,0,0
9782989,"0",0,0,0,0,0,0
577909,"1",25,1,0,0,2,0
10747124,"1",15,2,0,0,0,0
11261348,"1",39,7,0,0,0,0
10569012,"1",42,0,0,0,0,0
966812,"1",26,0,0,0,0,0
10211308,"2",33,2,3,5,0,0
10774733,"0",0,0,0,0,0,0
10649356,"0",0,0,0,0,0,0
10784565,"1",24,0,0,0,0,1
10157668,"1",32,7,0,0,0,0
514125,"2",26,1,1,28,0,1
10163620,"0",0,3,0,0,0,0
10250381,"1",16,0,0,0,0,0
10646372,"1",15,5,0,0,0,3
983052,"1",33,3,0,0,0,0
10270525,"1",58,0,0,0,0,0
10875181,"1",41,1,0,0,0,0
10884725,"0",0,0,0,0,0,0
12341872,"1",34,0,0,0,0,0
10902349,"1",27,0,0,0,0,28
12041480,"1",40,0,0,0,0,0
12046320,"0",34,0,0,0,0,0
12068904,"1",75,0,0,0,0,0
12383968,"1",49,0,0,0,0,0
11478848,"0",0,0,0,0,0,0
526493,"1",23,7,0,0,0,2
12108440,"2",26,0,0,0,0,0
10304077,"0",0,0,0,0,0,0
9891221,"1",19,0,0,0,0,0
9900165,"1",15,3,0,0,0,0
10989725,"0",0,0,0,0,0,0
12146280,"2",53,0,1,3,0,0
1360713,"0",0,2,0,0,0,0
9913613,"1",27,0,8,0,0,2
9913997,"1",60,0,0,0,0,0
705909,"1",47,4,3,0,1,6
10857733,"2",44,3,7,0,0,0
10728380,"0",0,0,0,0,0,0
1372745,"1",30,4,0,0,0,0
714973,"1",33,5,0,0,0,0
9771789,"1",46,5,2,0,0,1
11575888,"0",0,0,0,0,0,0
11067661,"0",0,1,0,0,0,0
12247736,"1",36,0,0,0,0,0
1445713,"1",32,1,0,0,1,0
11613432,"1",36,0,0,0,0,0
9824701,"1",15,2,0,0,0,1
11791649,"2",27,0,0,0,0,0
1032978,"1",37,1,0,0,0,1
11892961,"2",33,3,0,0,0,0
691293,"0",0,5,0,1,0,0
10338373,"0",0,0,0,0,0,0
646845,"1",30,49,0,20,0,3
11897297,"1",18,0,0,0,0,0
12601408,"1",29,0,0,0,0,0
11266665,"0",0,1,0,0,0,0
694237,"1",23,0,0,0,0,0
10978141,"1",31,12,0,0,0,0
9892069,"1",33,0,0,0,0,1
11297697,"0",0,0,0,0,0,0
11353153,"0",0,0,0,0,0,0
11353473,"0",0,0,0,0,0,0
12692760,"2",42,0,1,3,0,0
1238378,"0",0,1,0,0,0,0
11385889,"1",46,1,0,0,0,0
12071345,"1",56,0,0,0,0,0
12708040,"1",40,0,0,0,0,0
12708936,"1",46,1,0,0,0,0
12712456,"1",54,0,0,0,0,0
11073485,"0",0,1,0,0,0,0
1276986,"1",23,0,0,0,0,0
12732464,"1",17,0,0,0,0,0
11100381,"0",0,4,0,0,0,0
9926029,"1",35,0,2,0,0,0
1296258,"2",39,3,6,0,1,0
11108821,"1",51,0,9,22,0,2
10032357,"0",0,1,0,0,0,0
1305218,"1",33,44,2,45,2,1
10374605,"1",21,0,0,0,0,0
10081269,"1",31,1,0,0,0,0
10081397,"1",23,5,0,0,1,3
9963381,"0",0,0,0,0,0,0
741077,"1",21,2,0,0,0,0
12289049,"1",23,0,0,0,0,0
12192577,"1",31,0,0,0,0,0
12195745,"2",59,1,0,0,0,0
11530545,"0",0,0,0,0,0,0
12313473,"1",29,1,0,0,0,0
9982797,"1",29,121,0,0,0,0
9995733,"1",24,0,0,0,0,0
10423837,"1",36,1,0,0,0,0
12314049,"2",47,2,0,0,0,0
11098613,"0",49,0,0,0,0,0
10011341,"1",34,8,2,3,0,0
12324097,"1",32,1,0,0,0,0
12221497,"1",21,0,0,0,0,0
10012053,"1",52,0,0,0,0,0
11139789,"1",25,0,0,0,0,0
11246965,"1",51,0,0,0,0,0
839989,"1",49,7,0,0,0,0
842517,"1",50,10,12,0,2,0
10490549,"1",18,21,0,0,0,0
10062941,"2",44,0,0,0,0,0
953421,"1",53,0,0,0,0,0
10216853,"0",0,0,0,0,0,0
10217965,"1",27,1,2,2,0,1
11206765,"1",19,0,0,0,0,0
10080389,"0",0,1,0,0,0,0
10552309,"1",15,0,0,0,0,0
10668933,"1",17,0,0,0,0,0
10673037,"1",46,0,0,0,0,0
523102,"0",0,0,0,0,0,0
922837,"1",24,4,0,0,0,0
10113773,"1",31,1,0,0,0,0
10804990,"1",40,0,0,0,0,0
10641517,"1",30,10,0,0,0,0
10136365,"2",47,5,0,0,0,0
513862,"2",26,0,0,0,0,0
9722830,"1",32,0,0,0,0,0
12339585,"1",45,1,0,0,0,0
12241657,"1",22,0,0,0,0,0
11211869,"0",0,3,0,0,0,0
9736390,"2",20,0,0,0,0,0
10870262,"0",0,0,0,0,0,0
12253145,"1",39,1,0,0,0,0
10232832,"0",0,0,0,0,0,0
10233712,"1",26,1,0,0,0,0
512264,"1",24,2,1,2,0,7
10249272,"2",65,0,0,0,0,1
10260160,"1",16,3,0,0,0,0
541352,"0",0,2,0,0,0,0
10278160,"0",0,0,0,0,0,0
10800112,"1",32,0,1,0,0,0
10824808,"1",22,0,3,0,0,0
584528,"1",64,4,0,0,0,0
10833960,"0",0,0,0,0,0,0
10242008,"2",64,0,0,0,0,0
10255176,"0",0,0,0,0,0,0
10421280,"0",0,5,0,0,0,0
10990584,"0",0,0,0,0,0,0
10495296,"1",44,1,1,1,0,0
9990728,"1",21,0,0,0,0,0
10505168,"1",26,1,0,0,0,0
10511120,"1",29,1,0,0,0,0
11046912,"1",29,0,1,1,0,0
10013392,"2",18,0,0,0,0,0
802776,"0",0,0,0,0,0,0
10057712,"2",34,2,0,0,0,0
10574104,"1",22,0,0,0,0,0
862232,"1",25,7,0,0,0,0
932408,"1",25,2,1,1,0,0
948504,"1",25,1,0,0,0,0
11204520,"1",26,0,0,0,0,0
11218144,"0",0,0,0,0,0,0
10684592,"2",25,0,0,0,0,0
10184104,"2",50,0,1,12,0,0
11248720,"1",40,0,11,1,0,1
998648,"1",29,4,0,0,0,0
9744785,"0",0,23,0,0,0,0
10806785,"1",36,0,1,0,0,0
9732696,"2",34,5,1,10,0,0
10782224,"0",0,0,0,0,0,0
10282664,"1",41,3,8,0,0,0
9738952,"1",45,3,7,0,0,0
10277408,"0",0,0,0,0,0,0
10278584,"2",37,2,0,2,0,0
534464,"1",26,0,0,0,0,0
9734640,"1",15,1,0,0,0,2
